open_time	pnl_15686	pnl_15687	delta	change_type	close_type_15686	close_type_15687	sl_source_15686	sl_source_15687
2025-12-01 04:00:00	55.57	57.51	1.94	shared_changed	??????????	??????????	NULL	NULL
2025-11-05 08:00:00	-65.20	-63.29	1.91	shared_changed	??????	??????	NULL	NULL
2022-07-15 00:00:00	10.51	12.35	1.85	shared_changed	??????	??????	NULL	NULL
2025-09-24 12:00:00	-61.89	-60.08	1.81	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	KlineHammer_Volume_Confirmed	KlineHammer_Volume_Confirmed
2024-03-20 12:00:00	39.27	41.05	1.77	shared_changed	??????	??????	NULL	NULL
2025-05-19 00:00:00	-59.02	-57.29	1.73	shared_changed	??????	??????	NULL	NULL
2022-10-24 04:00:00	17.05	18.76	1.71	shared_changed	??????	??????	NULL	NULL
2024-02-12 20:00:00	37.33	39.02	1.68	shared_changed	??????	??????	NULL	NULL
2022-07-25 04:00:00	9.44	11.10	1.66	shared_changed	????????	????????	NULL	NULL
2025-12-15 08:00:00	45.36	46.94	1.58	shared_changed	??????????	??????????	NULL	NULL
2025-08-17 20:00:00	-53.05	-51.50	1.56	shared_changed	??????	??????	NULL	NULL
2022-01-19 00:00:00	-1.54	0.00	1.54	removed_from_15687	Signal_Kline_Stop_Loss	NULL	LargeEntity_Retracement	NULL
2022-07-18 08:00:00	8.26	9.71	1.45	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	LargeEntity_Retracement	LargeEntity_Retracement
2025-09-02 20:00:00	-46.92	-45.54	1.38	shared_changed	????????	????????	NULL	NULL
2024-07-03 08:00:00	30.32	31.69	1.37	shared_changed	atr???????	atr???????	NULL	NULL
2025-10-24 20:00:00	-45.02	-43.70	1.32	shared_changed	????????	????????	NULL	NULL
2023-12-11 04:00:00	27.44	28.68	1.24	shared_changed	atr???????	atr???????	NULL	NULL
2024-01-12 20:00:00	27.32	28.55	1.23	shared_changed	????????	????????	NULL	NULL
2022-08-01 04:00:00	6.93	8.14	1.22	shared_changed	????????	????????	NULL	NULL
2023-04-13 12:00:00	27.09	28.31	1.22	shared_changed	??????	??????	NULL	NULL
2025-04-26 16:00:00	-41.63	-40.41	1.22	shared_changed	??????	??????	NULL	NULL
2026-01-02 20:00:00	57.32	58.52	1.20	shared_changed	??????????	??????????	NULL	NULL
2025-10-30 12:00:00	-40.73	-39.54	1.19	shared_changed	??????	??????	NULL	NULL
2024-09-11 20:00:00	25.16	26.30	1.14	shared_changed	??????	??????	NULL	NULL
2023-01-12 04:00:00	24.31	25.40	1.10	shared_changed	??????	??????	NULL	NULL
2025-10-16 16:00:00	-37.49	-36.39	1.10	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2022-07-07 00:00:00	6.15	7.23	1.08	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2024-02-26 20:00:00	23.29	24.34	1.05	shared_changed	??????	??????	NULL	NULL
2025-08-30 08:00:00	-35.79	-34.74	1.05	shared_changed	??????	??????	NULL	NULL
2023-12-21 04:00:00	22.98	24.02	1.04	shared_changed	??????	??????	NULL	NULL
2025-07-15 20:00:00	-34.31	-33.31	1.01	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	KlineHammer_Volume_Confirmed	KlineHammer_Volume_Confirmed
2024-06-07 20:00:00	22.18	23.18	1.00	shared_changed	atr???????	atr???????	NULL	NULL
2024-05-02 20:00:00	22.03	23.02	0.99	shared_changed	??????	??????	NULL	NULL
2023-10-02 16:00:00	21.31	22.28	0.96	shared_changed	atr???????	atr???????	NULL	NULL
2026-01-12 20:00:00	44.17	45.10	0.92	shared_changed	??????????	??????????	NULL	NULL
2025-04-28 20:00:00	-30.80	-29.89	0.90	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-11-16 08:00:00	-30.77	-29.87	0.90	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2022-10-11 20:00:00	8.75	9.63	0.88	shared_changed	atr???????	atr???????	NULL	NULL
2024-07-29 20:00:00	19.48	20.36	0.88	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2022-09-26 04:00:00	-0.86	0.00	0.86	removed_from_15687	Signal_Kline_Stop_Loss	NULL	KlineHammer_Volume_Confirmed	NULL
2024-03-15 08:00:00	18.52	19.35	0.84	shared_changed	????????	????????	NULL	NULL
2025-04-30 20:00:00	-28.68	-27.84	0.84	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-07-13 20:00:00	-28.32	-27.49	0.83	shared_changed	????????	????????	NULL	NULL
2025-10-15 08:00:00	-28.39	-27.56	0.83	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2025-11-02 16:00:00	-27.84	-27.02	0.82	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	KlineHammer_Volume_Confirmed	KlineHammer_Volume_Confirmed
2026-01-19 04:00:00	38.25	39.05	0.80	shared_changed	??????????	??????????	NULL	NULL
2023-12-23 00:00:00	17.20	17.97	0.78	shared_changed	??????????	??????????	NULL	NULL
2025-08-24 20:00:00	-26.68	-25.90	0.78	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-07-27 12:00:00	-26.14	-25.37	0.77	shared_changed	????????	????????	NULL	NULL
2024-07-25 04:00:00	16.60	17.35	0.75	shared_changed	????????	????????	NULL	NULL
2025-07-27 16:00:00	-25.48	-24.73	0.75	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-12-13 12:00:00	16.51	17.25	0.74	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2025-12-26 20:00:00	35.06	35.80	0.73	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-08-29 04:00:00	-24.25	-23.54	0.71	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	LargeEntity_Retracement	LargeEntity_Retracement
2025-11-11 12:00:00	-24.18	-23.47	0.71	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-11-30 20:00:00	20.24	20.95	0.71	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-12-17 16:00:00	20.43	21.14	0.71	shared_changed	??????????	??????????	NULL	NULL
2023-02-15 16:00:00	15.33	16.02	0.69	shared_changed	??????	??????	NULL	NULL
2025-07-14 20:00:00	-23.62	-22.93	0.69	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-03-27 20:00:00	62.26	62.92	0.67	shared_changed	atr???????	atr???????	NULL	NULL
2022-11-03 08:00:00	6.56	7.21	0.66	shared_changed	??????	??????	NULL	NULL
2025-06-20 12:00:00	-22.42	-21.76	0.66	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2025-03-19 00:00:00	61.16	61.81	0.65	shared_changed	??????????	??????????	NULL	NULL
2022-08-20 04:00:00	3.65	4.29	0.64	shared_changed	????????	????????	NULL	NULL
2023-11-21 20:00:00	13.95	14.58	0.63	shared_changed	??????	??????	NULL	NULL
2024-03-06 12:00:00	13.96	14.59	0.63	shared_changed	??????	??????	NULL	NULL
2025-12-21 16:00:00	17.89	18.51	0.62	shared_changed	??????????	??????????	NULL	NULL
2022-08-17 12:00:00	3.50	4.11	0.61	shared_changed	??????????	??????????	NULL	NULL
2025-07-07 04:00:00	-20.62	-20.01	0.60	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-06-10 08:00:00	12.95	13.53	0.58	shared_changed	atr???????	atr???????	NULL	NULL
2025-08-20 08:00:00	-19.61	-19.04	0.58	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	LargeEntity_Retracement	LargeEntity_Retracement
2025-01-09 20:00:00	-36.18	-35.64	0.54	shared_changed	??????	??????	NULL	NULL
2025-01-10 00:00:00	-36.13	-35.59	0.54	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-06-29 20:00:00	-18.43	-17.89	0.54	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2026-01-02 16:00:00	26.00	26.55	0.54	shared_changed	??????????	??????????	NULL	NULL
2025-06-14 04:00:00	-18.00	-17.47	0.53	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	LargeEntity_Retracement	LargeEntity_Retracement
2025-01-19 20:00:00	-34.17	-33.67	0.51	shared_changed	??????	??????	NULL	NULL
2023-07-13 20:00:00	11.10	11.60	0.50	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2024-07-23 20:00:00	11.10	11.60	0.50	shared_changed	??????????	??????????	NULL	NULL
2025-05-21 20:00:00	-16.92	-16.43	0.50	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2025-01-20 04:00:00	-32.78	-32.30	0.49	shared_changed	??????	??????	NULL	NULL
2025-05-05 12:00:00	-16.83	-16.34	0.49	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	LargeEntity_Retracement	LargeEntity_Retracement
2025-09-18 00:00:00	-16.79	-16.29	0.49	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-08-17 16:00:00	10.59	11.07	0.48	shared_changed	atr???????	atr???????	NULL	NULL
2024-04-19 08:00:00	10.38	10.84	0.47	shared_changed	??????	??????	NULL	NULL
2024-11-23 16:00:00	-31.86	-31.38	0.47	shared_changed	??????	??????	NULL	NULL
2025-01-20 20:00:00	-31.45	-30.98	0.47	shared_changed	??????	??????	NULL	NULL
2025-06-01 20:00:00	-16.09	-15.62	0.47	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-07-09 04:00:00	-16.10	-15.63	0.47	shared_changed	??????	??????	NULL	NULL
2025-07-09 08:00:00	-16.08	-15.61	0.47	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2022-12-16 16:00:00	4.62	5.08	0.46	shared_changed	????????	????????	NULL	NULL
2023-06-16 20:00:00	10.10	10.56	0.46	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-06-29 08:00:00	9.65	10.09	0.44	shared_changed	??????????	??????????	NULL	NULL
2025-01-31 08:00:00	-29.71	-29.27	0.44	shared_changed	??????	??????	NULL	NULL
2025-07-14 08:00:00	-14.81	-14.38	0.43	shared_changed	??????	??????	NULL	NULL
2023-07-06 16:00:00	9.01	9.41	0.41	shared_changed	????????	????????	NULL	NULL
2024-01-29 20:00:00	9.07	9.47	0.41	shared_changed	??????????	??????????	NULL	NULL
2024-03-13 20:00:00	9.11	9.52	0.41	shared_changed	????????	????????	NULL	NULL
2025-10-22 04:00:00	-14.10	-13.69	0.41	shared_changed	????????	????????	NULL	NULL
2025-01-13 08:00:00	-26.03	-25.65	0.39	shared_changed	??????	??????	NULL	NULL
2026-01-10 00:00:00	18.82	19.21	0.39	shared_changed	??????????	??????????	NULL	NULL
2023-12-15 20:00:00	8.52	8.90	0.38	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2024-02-06 04:00:00	8.37	8.75	0.38	shared_changed	??????????	??????????	NULL	NULL
2024-11-15 04:00:00	-25.50	-25.12	0.38	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2024-12-04 12:00:00	-25.73	-25.35	0.38	shared_changed	????????	????????	NULL	NULL
2026-01-05 20:00:00	18.39	18.77	0.38	shared_changed	??????	??????	NULL	NULL
2024-02-05 08:00:00	8.25	8.62	0.37	shared_changed	??????????	??????????	NULL	NULL
2022-10-29 08:00:00	3.56	3.91	0.36	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2024-05-13 08:00:00	7.87	8.23	0.36	shared_changed	??????????	??????????	NULL	NULL
2024-11-16 16:00:00	-24.29	-23.93	0.36	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2024-04-24 20:00:00	7.74	8.09	0.35	shared_changed	????????	????????	NULL	NULL
2024-11-18 20:00:00	-23.34	-22.99	0.35	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-02-10 00:00:00	7.59	7.94	0.34	shared_changed	????????	????????	NULL	NULL
2023-11-27 08:00:00	7.54	7.88	0.34	shared_changed	??????????	??????????	NULL	NULL
2026-01-12 04:00:00	16.21	16.55	0.34	shared_changed	??????????	??????????	NULL	NULL
2023-11-02 00:00:00	7.32	7.65	0.33	shared_changed	??????????	??????????	NULL	NULL
2024-08-27 20:00:00	7.39	7.73	0.33	shared_changed	????????	????????	NULL	NULL
2024-09-16 00:00:00	7.40	7.74	0.33	shared_changed	??????????	??????????	NULL	NULL
2025-02-10 04:00:00	-22.28	-21.95	0.33	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	KlineHammer_Volume_Confirmed	KlineHammer_Volume_Confirmed
2025-04-09 00:00:00	-11.14	-10.81	0.33	shared_changed	????????	????????	NULL	NULL
2023-10-17 16:00:00	7.06	7.38	0.32	shared_changed	????????	????????	NULL	NULL
2024-08-26 04:00:00	7.08	7.39	0.32	shared_changed	??????????	??????????	NULL	NULL
2025-02-23 12:00:00	-21.71	-21.38	0.32	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2025-06-30 04:00:00	-10.93	-10.61	0.32	shared_changed	??????	??????	NULL	NULL
2025-12-01 00:00:00	9.08	9.40	0.32	shared_changed	??????????	??????????	NULL	NULL
2022-10-21 20:00:00	3.09	3.40	0.31	shared_changed	??????????	??????????	NULL	NULL
2022-12-20 08:00:00	3.09	3.40	0.31	shared_changed	??????????	??????????	NULL	NULL
2023-02-26 04:00:00	6.82	7.13	0.31	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2024-09-15 08:00:00	6.77	7.08	0.31	shared_changed	??????????	??????????	NULL	NULL
2024-10-15 20:00:00	-20.45	-20.15	0.30	shared_changed	????????	????????	NULL	NULL
2024-12-05 00:00:00	-20.41	-20.10	0.30	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	KlineHammer_Volume_Confirmed	KlineHammer_Volume_Confirmed
2025-04-26 00:00:00	-10.31	-10.00	0.30	shared_changed	??????	??????	NULL	NULL
2023-02-02 00:00:00	6.49	6.79	0.29	shared_changed	??????	??????	NULL	NULL
2023-07-13 00:00:00	6.45	6.74	0.29	shared_changed	??????????	??????????	NULL	NULL
2024-02-19 08:00:00	6.44	6.73	0.29	shared_changed	??????	??????	NULL	NULL
2024-04-27 08:00:00	6.48	6.77	0.29	shared_changed	??????????	??????????	NULL	NULL
2024-07-10 12:00:00	6.44	6.73	0.29	shared_changed	??????????	??????????	NULL	NULL
2024-11-21 00:00:00	-19.26	-18.98	0.29	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-12-06 00:00:00	8.20	8.48	0.29	shared_changed	????????	????????	NULL	NULL
2026-01-17 20:00:00	13.88	14.17	0.29	shared_changed	??????????	??????????	NULL	NULL
2023-09-01 00:00:00	6.18	6.46	0.28	shared_changed	??????????	??????????	NULL	NULL
2023-11-19 04:00:00	6.15	6.42	0.28	shared_changed	??????????	??????????	NULL	NULL
2023-11-28 04:00:00	6.11	6.39	0.28	shared_changed	??????	??????	NULL	NULL
2023-12-09 16:00:00	6.18	6.46	0.28	shared_changed	??????????	??????????	NULL	NULL
2024-07-22 04:00:00	6.16	6.43	0.28	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-07-01 08:00:00	-9.69	-9.41	0.28	shared_changed	????????	????????	NULL	NULL
2024-05-09 20:00:00	5.89	6.15	0.27	shared_changed	??????????	??????????	NULL	NULL
2025-01-10 20:00:00	-18.36	-18.09	0.27	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-04-04 04:00:00	5.80	6.06	0.26	shared_changed	??????	??????	NULL	NULL
2023-06-23 20:00:00	5.86	6.12	0.26	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2024-10-25 16:00:00	-17.50	-17.24	0.26	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	LargeEntity_Retracement	LargeEntity_Retracement
2025-06-28 12:00:00	-8.71	-8.46	0.26	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2022-12-02 20:00:00	2.46	2.71	0.25	shared_changed	??????????	??????????	NULL	NULL
2023-04-19 20:00:00	5.46	5.71	0.25	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-10-09 16:00:00	5.26	5.50	0.24	shared_changed	????????	????????	NULL	NULL
2023-11-09 08:00:00	5.30	5.54	0.24	shared_changed	??????????	??????????	NULL	NULL
2022-11-07 00:00:00	2.29	2.52	0.23	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-02-13 16:00:00	5.01	5.23	0.23	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-02-09 08:00:00	-15.29	-15.07	0.23	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2025-10-30 16:00:00	-7.95	-7.72	0.23	shared_changed	????????	????????	NULL	NULL
2022-10-07 20:00:00	2.14	2.36	0.22	shared_changed	??????????	??????????	NULL	NULL
2025-03-07 08:00:00	20.64	20.87	0.22	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2022-02-07 08:00:00	-3.36	-3.15	0.21	shared_changed	??????	??????	NULL	NULL
2023-04-17 00:00:00	4.67	4.88	0.21	shared_changed	??????????	??????????	NULL	NULL
2023-09-21 00:00:00	4.71	4.92	0.21	shared_changed	??????????	??????????	NULL	NULL
2024-07-28 16:00:00	4.74	4.95	0.21	shared_changed	??????????	??????????	NULL	NULL
2024-09-25 20:00:00	4.54	4.75	0.21	shared_changed	??????????	??????????	NULL	NULL
2025-06-02 08:00:00	-7.07	-6.86	0.21	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2023-02-03 00:00:00	4.45	4.65	0.20	shared_changed	????????	????????	NULL	NULL
2023-03-01 00:00:00	4.48	4.68	0.20	shared_changed	??????????	??????????	NULL	NULL
2023-08-31 20:00:00	4.35	4.55	0.20	shared_changed	??????????	??????????	NULL	NULL
2024-07-28 12:00:00	4.32	4.52	0.20	shared_changed	??????????	??????????	NULL	NULL
2024-12-30 08:00:00	-13.54	-13.34	0.20	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-01-06 12:00:00	-13.29	-13.09	0.20	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	KlineHammer_Volume_Confirmed	KlineHammer_Volume_Confirmed
2023-02-20 00:00:00	4.15	4.34	0.19	shared_changed	??????????	??????????	NULL	NULL
2023-06-13 20:00:00	4.11	4.29	0.19	shared_changed	??????????	??????????	NULL	NULL
2023-10-24 04:00:00	4.30	4.49	0.19	shared_changed	??????	??????	NULL	NULL
2024-02-06 20:00:00	4.11	4.29	0.19	shared_changed	??????	??????	NULL	NULL
2024-04-16 20:00:00	4.31	4.50	0.19	shared_changed	????????	????????	NULL	NULL
2024-07-02 20:00:00	4.24	4.44	0.19	shared_changed	??????????	??????????	NULL	NULL
2024-10-18 08:00:00	-12.45	-12.27	0.19	shared_changed	????????	????????	NULL	NULL
2024-10-21 04:00:00	-12.93	-12.74	0.19	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-01-24 00:00:00	-12.98	-12.79	0.19	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2022-12-19 08:00:00	1.81	2.00	0.18	shared_changed	??????????	??????????	NULL	NULL
2023-03-01 08:00:00	3.91	4.09	0.18	shared_changed	??????????	??????????	NULL	NULL
2023-04-17 08:00:00	3.99	4.17	0.18	shared_changed	??????????	??????????	NULL	NULL
2023-12-19 20:00:00	3.92	4.10	0.18	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-10-26 20:00:00	-6.25	-6.07	0.18	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2023-06-25 20:00:00	3.74	3.90	0.17	shared_changed	??????????	??????????	NULL	NULL
2025-05-03 20:00:00	-5.91	-5.73	0.17	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	LargeEntity_Retracement	LargeEntity_Retracement
2022-06-10 20:00:00	9.15	9.31	0.16	shared_changed	atr???????	atr???????	NULL	NULL
2022-10-24 00:00:00	1.56	1.72	0.16	shared_changed	??????????	??????????	NULL	NULL
2022-11-13 12:00:00	1.56	1.71	0.16	shared_changed	????????	????????	NULL	NULL
2024-05-19 20:00:00	3.47	3.63	0.16	shared_changed	??????????	??????????	NULL	NULL
2025-01-03 12:00:00	-10.97	-10.81	0.16	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2025-01-23 20:00:00	-10.91	-10.75	0.16	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2025-04-17 00:00:00	-5.54	-5.38	0.16	shared_changed	??????	??????	NULL	NULL
2022-05-08 08:00:00	8.60	8.76	0.15	shared_changed	atr???????	atr???????	NULL	NULL
2022-07-04 16:00:00	0.85	1.00	0.15	shared_changed	??????	??????	NULL	NULL
2022-10-21 00:00:00	1.45	1.59	0.15	shared_changed	??????????	??????????	NULL	NULL
2023-05-21 08:00:00	3.31	3.46	0.15	shared_changed	??????????	??????????	NULL	NULL
2023-06-25 12:00:00	3.30	3.44	0.15	shared_changed	??????????	??????????	NULL	NULL
2023-08-18 08:00:00	3.31	3.46	0.15	shared_changed	??????????	??????????	NULL	NULL
2023-09-25 20:00:00	3.35	3.51	0.15	shared_changed	??????????	??????????	NULL	NULL
2023-12-17 20:00:00	3.30	3.45	0.15	shared_changed	??????????	??????????	NULL	NULL
2024-04-23 04:00:00	3.29	3.44	0.15	shared_changed	??????????	??????????	NULL	NULL
2024-05-11 08:00:00	3.31	3.46	0.15	shared_changed	????????	????????	NULL	NULL
2025-05-04 08:00:00	-5.09	-4.94	0.15	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2025-06-19 04:00:00	-5.11	-4.96	0.15	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2026-01-11 16:00:00	7.29	7.44	0.15	shared_changed	??????????	??????????	NULL	NULL
2023-05-11 00:00:00	3.20	3.34	0.14	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-08-16 00:00:00	3.10	3.24	0.14	shared_changed	??????????	??????????	NULL	NULL
2023-09-25 00:00:00	3.03	3.16	0.14	shared_changed	??????????	??????????	NULL	NULL
2023-09-25 04:00:00	3.00	3.14	0.14	shared_changed	??????????	??????????	NULL	NULL
2023-11-24 08:00:00	2.99	3.13	0.14	shared_changed	??????????	??????????	NULL	NULL
2024-10-17 20:00:00	-9.56	-9.42	0.14	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	LargeEntity_Retracement	LargeEntity_Retracement
2024-10-28 08:00:00	-9.21	-9.07	0.14	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Rejected	Engulfing_Volume_Rejected
2025-02-20 20:00:00	-9.21	-9.07	0.14	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-02-08 00:00:00	2.87	3.00	0.13	shared_changed	Signal_Kline_Stop_Loss	Signal_Kline_Stop_Loss	Engulfing_Volume_Confirmed	Engulfing_Volume_Confirmed
2023-04-18 08:00:00	2.85	2.98	0.13	shared_changed	??????????	??????????	NULL	NULL
2023-08-17 04:00:00	2.83	2.95	0.13	shared_changed	??????????	??????????	NULL	NULL
2023-08-28 16:00:00	2.97	3.10	0.13	shared_changed	??????????	??????????	NULL	NULL
2023-08-31 16:00:00	2.93	3.06	0.13	shared_changed	??????????	??????????	NULL	NULL
2023-11-13 12:00:00	2.96	3.09	0.13	shared_changed	??????????	??????????	NULL	NULL
2024-03-31 08:00:00	2.98	3.12	0.13	shared_changed	??????????	??????????	NULL	NULL
